total_bytes,total_packets,flow_duration,bytes_per_second,packets_per_second,avg_packet_size,std_packet_size,packet_size_variance,avg_inter_arrival_time,protocol_type,protocol_diversity,unique_dst_ports,unique_src_ports,is_encrypted,tcp_flag_ratio,payload_entropy,bidirectional_ratio,time_of_day,connection_rate,failed_connection_ratio,port_scan_indicator
62,2,0.0,62000.0,500000.0,93.0,0.0,0.0,0.0,OTHER,1,1,1,0,0.0,3.1,0.5,evening,50000.0,0.0,0
62,2,0.0,62000.0,666666.7,93.0,0.0,0.0,0.0,OTHER,1,1,1,0,0.0,3.1,0.5,night,66666.67,0.0,0
224,4,0.0,224000.0,1333333.3,94.2,33.4,1116.3,0.0,UDP,1,1,1,0,0.0,3.1,0.5,afternoon,133333.33,0.0,0
2065,4,0.0,2065000.0,51948.1,516.2,637.3,406137.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,evening,5194.81,0.0,0
31,4,0.0,31000.0,1333333.3,12.2,12.1,147.2,0.0,TCP,1,1,1,1,0.0,0.4,0.5,night,133333.33,0.0,0
204,4,0.0,204000.0,1333333.3,83.2,32.3,1044.3,0.0,UDP,1,1,1,0,0.0,2.8,0.5,night,133333.33,0.0,0
2065,4,0.0,2065000.0,45977.0,516.2,637.3,406137.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,evening,4597.7,0.0,0
2065,4,0.0,2065000.0,54794.5,516.2,637.3,406137.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,morning,5479.45,0.0,0
62,2,0.0,62000.0,666666.7,93.0,0.0,0.0,0.0,OTHER,1,1,1,0,0.0,3.1,0.5,night,66666.67,0.0,0
90,4,0.0,90000.0,1333333.3,87.0,22.5,504.3,0.0,OTHER,1,1,1,0,0.0,2.9,0.5,morning,133333.33,0.0,0
162,4,0.0,162000.0,1000000.0,62.2,28.5,811.2,0.0,UDP,1,1,1,0,0.0,2.1,0.5,evening,100000.0,0.0,0
62,2,0.0,62000.0,500000.0,93.0,0.0,0.0,0.0,OTHER,1,1,1,0,0.0,3.1,0.5,night,50000.0,0.0,0
2065,4,0.0,2065000.0,45977.0,516.2,637.3,406137.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,evening,4597.7,0.0,0
76,6,0.0,76000.0,857142.9,16.7,16.8,283.6,0.0,TCP,1,1,1,1,0.0,0.6,0.5,afternoon,85714.29,0.0,0
12,3,0.0,12000.0,3000000.0,8.0,0.0,0.0,0.0,OTHER,1,1,1,0,1.0,0.3,0.67,evening,300000.0,0.0,0
2065,3,0.0,2065000.0,187500.0,688.3,1032.5,1066056.2,0.0,OTHER,1,1,1,0,1.0,6.0,0.67,night,18750.0,0.0,0
97,4,0.0,97000.0,1333333.3,27.2,35.3,1248.2,0.0,OTHER,1,1,1,0,1.0,0.9,0.75,night,133333.33,0.0,0
12,3,0.0,12000.0,3000000.0,8.0,0.0,0.0,0.0,OTHER,1,1,1,0,1.0,0.3,0.67,evening,300000.0,0.0,0
12,3,0.0,12000.0,3000000.0,8.0,0.0,0.0,0.0,OTHER,1,1,1,0,1.0,0.3,0.67,afternoon,300000.0,0.0,0
62,2,0.0,62000.0,666666.7,93.0,0.0,0.0,0.0,OTHER,1,1,1,0,0.0,3.1,0.5,evening,66666.67,0.0,0
280,3,0.0,280000.0,375000.0,97.3,134.0,17956.0,0.0,TCP,1,1,1,1,1.0,3.2,0.67,morning,37500.0,0.0,0
2071,4,0.0,2071000.0,52631.6,520.8,638.3,407488.8,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,afternoon,5263.16,0.0,0
12,3,0.0,12000.0,3000000.0,8.0,0.0,0.0,0.0,OTHER,1,1,1,0,1.0,0.3,0.67,afternoon,300000.0,0.0,0
62,2,0.0,62000.0,666666.7,93.0,0.0,0.0,0.0,OTHER,1,1,1,0,0.0,3.1,0.5,morning,66666.67,0.0,0
12,3,0.0,12000.0,3000000.0,8.0,0.0,0.0,0.0,OTHER,1,1,1,0,1.0,0.3,0.67,morning,300000.0,0.0,0
112,4,0.0,112000.0,400000.0,58.0,8.8,76.8,0.0,UDP,1,1,1,0,0.0,1.9,0.5,afternoon,40000.0,0.0,0
2065,4,0.0,2065000.0,51282.1,516.2,637.3,406137.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,night,5128.21,0.0,0
31,3,0.0,31000.0,1500000.0,14.3,13.8,190.2,0.0,TCP,1,1,1,1,0.0,0.5,0.67,night,150000.0,0.0,0
2065,4,0.0,2065000.0,55555.6,516.2,637.3,406137.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,morning,5555.56,0.0,0
110,4,0.0,110000.0,1333333.3,56.8,8.8,76.8,0.0,UDP,1,1,1,0,0.0,1.9,0.5,morning,133333.33,0.0,0
2928,7,0.0,2928000.0,175000.0,420.0,669.4,448053.4,0.0,OTHER,1,1,1,0,1.0,6.0,0.86,evening,17500.0,0.0,0
2065,5,0.0,2065000.0,56179.8,413.0,594.4,353337.8,0.0,OTHER,1,1,1,0,1.0,6.0,0.6,night,5617.98,0.0,0
24,5,0.0,24000.0,2500000.0,4.8,3.1,9.6,0.0,OTHER,1,1,1,0,1.0,0.2,0.8,afternoon,250000.0,0.0,0
57604,30,0.0,11700995.3,6093.8,1920.5,1031.2,1063436.3,0.0002,TCP,1,1,1,1,1.0,6.0,0.97,night,609.38,0.0,0
62,2,0.0,62000.0,666666.7,93.0,0.0,0.0,0.0,OTHER,1,1,1,0,0.0,3.1,0.5,afternoon,66666.67,0.0,0
2682,5,0.0,2682000.0,59523.8,536.4,576.1,331845.6,0.0,OTHER,1,1,1,0,1.0,6.0,0.8,evening,5952.38,0.0,0
2682,4,0.0,2682000.0,129032.3,670.5,895.3,801572.3,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,evening,12903.23,0.0,0
31,4,0.0,31000.0,1333333.3,7.8,13.9,192.2,0.0,TCP,1,1,1,1,1.0,0.3,0.75,morning,133333.33,0.0,0
12,3,0.0,12000.0,3000000.0,8.0,0.0,0.0,0.0,OTHER,1,1,1,0,1.0,0.3,0.67,night,300000.0,0.0,0
116,4,0.0,116000.0,666666.7,60.5,8.8,76.8,0.0,UDP,1,1,1,0,0.0,2.0,0.5,evening,66666.67,0.0,0
62,2,0.0,62000.0,666666.7,93.0,0.0,0.0,0.0,OTHER,1,1,1,0,0.0,3.1,0.5,night,66666.67,0.0,0
100,4,0.0,100000.0,1333333.3,50.5,8.8,76.8,0.0,UDP,1,1,1,0,0.0,1.7,0.5,night,133333.33,0.0,0
12,3,0.0,12000.0,3000000.0,8.0,0.0,0.0,0.0,OTHER,1,1,1,0,1.0,0.3,0.67,evening,300000.0,0.0,0
37,3,0.0,37000.0,1000000.0,16.3,12.5,156.2,0.0,TCP,1,1,1,1,1.0,0.5,0.67,night,100000.0,0.0,0
83,4,0.0,83000.0,500000.0,23.8,18.6,345.0,0.0,TCP,1,1,1,1,1.0,0.8,0.75,afternoon,50000.0,0.0,0
2676,4,0.0,2676000.0,43956.0,672.0,892.4,796322.3,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,evening,4395.6,0.0,0
264,4,0.0,264000.0,266666.7,88.5,55.9,3121.2,0.0,UDP,1,1,1,0,0.0,3.0,0.5,morning,26666.67,0.0,0
62,2,0.0,62000.0,500000.0,93.0,0.0,0.0,0.0,OTHER,1,1,1,0,0.0,3.1,0.5,morning,50000.0,0.0,0
1448,3,0.0,1448000.0,37500.0,482.7,724.0,524176.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.67,afternoon,3750.0,0.0,0
2071,3,0.0,2071000.0,32967.0,694.3,1029.5,1059870.2,0.0,OTHER,1,1,1,0,1.0,6.0,0.67,night,3296.7,0.0,0
1566,6,0.0,1566000.0,63157.9,261.0,586.6,344108.6,0.0,OTHER,1,1,1,0,1.0,6.0,0.83,afternoon,6315.79,0.0,0
62,2,0.0,62000.0,500000.0,93.0,0.0,0.0,0.0,OTHER,1,1,1,0,0.0,3.1,0.5,evening,50000.0,0.0,0
12,3,0.0,12000.0,3000000.0,8.0,0.0,0.0,0.0,OTHER,1,1,1,0,1.0,0.3,0.67,morning,300000.0,0.0,0
2071,4,0.0,2071000.0,43478.3,520.8,638.3,407488.8,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,morning,4347.83,0.0,0
62,2,0.0,62000.0,666666.7,93.0,0.0,0.0,0.0,OTHER,1,1,1,0,0.0,3.1,0.5,morning,66666.67,0.0,0
2676,4,0.0,2676000.0,43956.0,672.0,892.4,796322.3,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,morning,4395.6,0.0,0
134,4,0.0,134000.0,1333333.3,62.8,15.3,235.2,0.0,UDP,1,1,1,0,0.0,2.1,0.5,night,133333.33,0.0,0
12,3,0.0,12000.0,3000000.0,8.0,0.0,0.0,0.0,OTHER,1,1,1,0,1.0,0.3,0.67,afternoon,300000.0,0.0,0
2065,5,0.0,2065000.0,54347.8,413.0,594.4,353337.8,0.0,OTHER,1,1,1,0,1.0,6.0,0.6,afternoon,5434.78,0.0,0
12,3,0.0,12000.0,3000000.0,8.0,0.0,0.0,0.0,OTHER,1,1,1,0,1.0,0.3,0.67,morning,300000.0,0.0,0
187,2,0.0,187000.0,142857.1,99.5,104.5,10920.3,0.0,TCP,1,1,1,0,1.0,3.3,0.5,afternoon,14285.71,0.0,0
2065,4,0.0,2065000.0,48192.8,516.2,637.3,406137.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,evening,4819.28,0.0,0
62,2,0.0,62000.0,500000.0,93.0,0.0,0.0,0.0,OTHER,1,1,1,0,0.0,3.1,0.5,evening,50000.0,0.0,0
253,4,0.0,253000.0,285714.3,66.2,91.8,8420.0,0.0,TCP,1,1,1,1,1.0,2.2,0.75,evening,28571.43,0.0,0
12,3,0.0,12000.0,3000000.0,8.0,0.0,0.0,0.0,OTHER,1,1,1,0,1.0,0.3,0.67,morning,300000.0,0.0,0
2065,4,0.0,2065000.0,51948.1,516.2,637.3,406137.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,morning,5194.81,0.0,0
2676,4,0.0,2676000.0,43478.3,672.0,892.4,796322.3,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,evening,4347.83,0.0,0
62,2,0.0,62000.0,666666.7,93.0,0.0,0.0,0.0,OTHER,1,1,1,0,0.0,3.1,0.5,afternoon,66666.67,0.0,0
2065,5,0.0,2065000.0,56179.8,413.0,594.4,353337.8,0.0,OTHER,1,1,1,0,1.0,6.0,0.6,evening,5617.98,0.0,0
202,4,0.0,202000.0,210526.3,81.2,32.9,1080.0,0.0,UDP,1,1,1,0,0.0,2.7,0.5,morning,21052.63,0.0,0
12,3,0.0,12000.0,3000000.0,4.0,3.5,12.0,0.0,OTHER,1,1,1,0,1.0,0.1,0.67,night,300000.0,0.0,0
1448,3,0.0,1448000.0,46875.0,482.7,724.0,524176.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.67,afternoon,4687.5,0.0,0
2065,4,0.0,2065000.0,50632.9,516.2,637.3,406137.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,morning,5063.29,0.0,0
192,4,0.0,192000.0,400000.0,77.2,31.2,974.7,0.0,UDP,1,1,1,0,0.0,2.6,0.5,night,40000.0,0.0,0
2065,4,0.0,2065000.0,44943.8,516.2,637.3,406137.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,night,4494.38,0.0,0
3513,4,0.0,3513000.0,97561.0,878.2,986.5,973173.8,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,night,9756.1,0.0,0
2065,4,0.0,2065000.0,44444.4,516.2,637.3,406137.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,evening,4444.44,0.0,0
320,4,0.0,320000.0,1333333.3,109.2,66.3,4392.3,0.0,UDP,1,1,1,0,0.0,3.6,0.5,night,133333.33,0.0,0
2071,4,0.0,2071000.0,42105.3,520.8,638.3,407488.8,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,night,4210.53,0.0,0
12,3,0.0,12000.0,3000000.0,8.0,0.0,0.0,0.0,OTHER,1,1,1,0,1.0,0.3,0.67,night,300000.0,0.0,0
43,4,0.0,43000.0,1000000.0,13.8,11.2,125.0,0.0,TCP,1,1,1,1,1.0,0.5,0.75,afternoon,100000.0,0.0,0
2071,4,0.0,2071000.0,50632.9,520.8,638.3,407488.8,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,morning,5063.29,0.0,0
37,3,0.0,37000.0,1000000.0,16.3,12.5,156.2,0.0,TCP,1,1,1,1,1.0,0.5,0.67,morning,100000.0,0.0,0
188,4,0.0,188000.0,1333333.3,80.0,27.4,750.0,0.0,UDP,1,1,1,0,0.0,2.7,0.5,night,133333.33,0.0,0
2065,4,0.0,2065000.0,81632.7,516.2,637.3,406137.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,night,8163.27,0.0,0
12,3,0.0,12000.0,3000000.0,8.0,0.0,0.0,0.0,OTHER,1,1,1,0,1.0,0.3,0.67,morning,300000.0,0.0,0
1448,3,0.0,1448000.0,32258.1,482.7,724.0,524176.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.67,morning,3225.81,0.0,0
62,2,0.0,62000.0,666666.7,93.0,0.0,0.0,0.0,OTHER,1,1,1,0,0.0,3.1,0.5,evening,66666.67,0.0,0
12,3,0.0,12000.0,3000000.0,8.0,0.0,0.0,0.0,OTHER,1,1,1,0,1.0,0.3,0.67,morning,300000.0,0.0,0
12,3,0.0,12000.0,3000000.0,8.0,0.0,0.0,0.0,OTHER,1,1,1,0,1.0,0.3,0.67,afternoon,300000.0,0.0,0
2065,4,0.0,2065000.0,45454.5,516.2,637.3,406137.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,night,4545.45,0.0,0
3164,7,0.0,3164000.0,114754.1,452.0,728.6,530894.6,0.0,OTHER,1,1,1,0,1.0,6.0,0.86,morning,11475.41,0.0,0
62,2,0.0,62000.0,500000.0,93.0,0.0,0.0,0.0,OTHER,1,1,1,0,0.0,3.1,0.5,night,50000.0,0.0,0
12,3,0.0,12000.0,3000000.0,8.0,0.0,0.0,0.0,OTHER,1,1,1,0,1.0,0.3,0.67,morning,300000.0,0.0,0
2065,4,0.0,2065000.0,400000.0,516.2,637.3,406137.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,night,40000.0,0.0,0
120,4,0.0,120000.0,400000.0,63.0,8.8,76.8,0.0,UDP,1,1,1,0,0.0,2.1,0.5,afternoon,40000.0,0.0,0
2065,4,0.0,2065000.0,42105.3,516.2,637.3,406137.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,afternoon,4210.53,0.0,0
12,3,0.0,12000.0,3000000.0,8.0,0.0,0.0,0.0,TCP,1,1,1,0,1.0,0.3,0.67,afternoon,300000.0,0.0,0
62,2,0.0,62000.0,500000.0,93.0,0.0,0.0,0.0,OTHER,1,1,1,0,0.0,3.1,0.5,afternoon,50000.0,0.0,0
55486,28,0.0,12064796.7,6088.3,1982.1,962.7,926837.3,0.0002,TCP,1,1,1,1,1.0,6.0,0.96,night,608.83,0.0,0
1448,3,0.0,1448000.0,42253.5,482.7,724.0,524176.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.67,afternoon,4225.35,0.0,0
37,3,0.0,37000.0,1000000.0,16.3,12.5,156.2,0.0,TCP,1,1,1,1,1.0,0.5,0.67,morning,100000.0,0.0,0
90,4,0.0,90000.0,500000.0,68.2,8.8,76.8,0.0,OTHER,1,1,1,0,0.0,2.3,0.5,evening,50000.0,0.0,0
3513,4,0.0,3513000.0,121212.1,878.2,986.5,973173.8,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,evening,12121.21,0.0,0
37,3,0.0,37000.0,1000000.0,16.3,16.7,280.2,0.0,TCP,1,1,1,1,0.0,0.5,0.67,afternoon,100000.0,0.0,0
110,4,0.0,110000.0,1333333.3,56.8,8.8,76.8,0.0,UDP,1,1,1,0,0.0,1.9,0.5,afternoon,133333.33,0.0,0
2065,4,0.0,2065000.0,44444.4,516.2,637.3,406137.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,evening,4444.44,0.0,0
194,4,0.0,194000.0,800000.0,81.5,29.0,842.7,0.0,UDP,1,1,1,0,0.0,2.7,0.5,evening,80000.0,0.0,0
62,2,0.0,62000.0,666666.7,93.0,0.0,0.0,0.0,OTHER,1,1,1,0,0.0,3.1,0.5,afternoon,66666.67,0.0,0
2071,3,0.0,2071000.0,60000.0,694.3,1029.5,1059870.2,0.0,OTHER,1,1,1,0,1.0,6.0,0.67,night,6000.0,0.0,0
2670,4,0.0,2670000.0,78431.4,667.5,895.1,801117.5,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,morning,7843.14,0.0,0
2065,4,0.0,2065000.0,46511.6,516.2,637.3,406137.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,morning,4651.16,0.0,0
2065,4,0.0,2065000.0,49382.7,516.2,637.3,406137.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,afternoon,4938.27,0.0,0
62,2,0.0,62000.0,500000.0,93.0,0.0,0.0,0.0,OTHER,1,1,1,0,0.0,3.1,0.5,night,50000.0,0.0,0
2071,4,0.0,2071000.0,81632.7,522.2,920.8,847896.2,0.0,OTHER,1,1,1,0,1.0,6.0,0.5,evening,8163.27,0.0,0
247,3,0.0,247000.0,428571.4,86.3,101.5,10306.2,0.0,TCP,1,1,1,1,1.0,2.9,0.67,evening,42857.14,0.0,0
611,3,0.0,611000.0,120000.0,207.7,299.5,89700.2,0.0,OTHER,1,1,1,0,1.0,6.0,0.67,night,12000.0,0.0,0
62,2,0.0,62000.0,666666.7,93.0,0.0,0.0,0.0,OTHER,1,1,1,0,0.0,3.1,0.5,evening,66666.67,0.0,0
62,2,0.0,62000.0,666666.7,93.0,0.0,0.0,0.0,OTHER,1,1,1,0,0.0,3.1,0.5,evening,66666.67,0.0,0
116,4,0.0,116000.0,1000000.0,60.5,8.8,76.8,0.0,UDP,1,1,1,0,0.0,2.0,0.5,afternoon,100000.0,0.0,0
1448,3,0.0,1448000.0,37974.7,482.7,724.0,524176.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.67,night,3797.47,0.0,0
247,6,0.0,247000.0,285714.3,41.2,80.5,6483.6,0.0,TCP,1,1,1,1,0.0,1.4,0.5,afternoon,28571.43,0.0,0
31,3,0.0,31000.0,1000000.0,14.3,13.8,190.2,0.0,TCP,1,1,1,1,0.0,0.5,0.67,afternoon,100000.0,0.0,0
64246,30,0.01,12131042.3,5664.7,2141.9,1115.5,1244387.9,0.0002,TCP,1,1,1,1,1.0,6.0,0.97,afternoon,566.47,0.0,0
611,3,0.0,611000.0,107142.9,207.7,299.5,89700.2,0.0,OTHER,1,1,1,0,1.0,6.0,0.67,afternoon,10714.29,0.0,0
2065,4,0.0,2065000.0,444444.4,516.2,641.2,411195.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,night,44444.44,0.0,0
2676,4,0.0,2676000.0,51948.1,672.0,892.4,796322.3,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,afternoon,5194.81,0.0,0
65,4,0.0,65000.0,800000.0,19.2,21.0,441.8,0.0,TCP,1,1,1,1,1.0,0.6,0.75,morning,80000.0,0.0,0
193,3,0.0,193000.0,500000.0,68.3,90.5,8190.2,0.0,TCP,1,1,1,0,1.0,2.3,0.67,morning,50000.0,0.0,0
62,2,0.0,62000.0,666666.7,93.0,0.0,0.0,0.0,OTHER,1,1,1,0,0.0,3.1,0.5,night,66666.67,0.0,0
2065,4,0.0,2065000.0,285714.3,516.2,637.3,406137.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,afternoon,28571.43,0.0,0
2065,4,0.0,2065000.0,54054.1,516.2,637.3,406137.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,night,5405.41,0.0,0
224,4,0.0,224000.0,800000.0,94.2,33.4,1116.3,0.0,UDP,1,1,1,0,0.0,3.1,0.5,afternoon,80000.0,0.0,0
31,3,0.0,31000.0,1500000.0,10.3,15.5,240.2,0.0,TCP,1,1,1,1,0.0,0.3,0.67,afternoon,150000.0,0.0,0
62,2,0.0,62000.0,666666.7,93.0,0.0,0.0,0.0,OTHER,1,1,1,0,0.0,3.1,0.5,afternoon,66666.67,0.0,0
178,4,0.0,178000.0,1000000.0,69.2,30.7,940.8,0.0,UDP,1,1,1,0,0.0,2.3,0.5,afternoon,100000.0,0.0,0
37,3,0.0,37000.0,1000000.0,16.3,16.7,280.2,0.0,TCP,1,1,1,1,0.0,0.5,0.67,night,100000.0,0.0,0
62,2,0.0,62000.0,666666.7,93.0,0.0,0.0,0.0,OTHER,1,1,1,0,0.0,3.1,0.5,evening,66666.67,0.0,0
62,2,0.0,62000.0,500000.0,93.0,0.0,0.0,0.0,OTHER,1,1,1,0,0.0,3.1,0.5,afternoon,50000.0,0.0,0
2065,4,0.0,2065000.0,51948.1,516.2,637.3,406137.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,evening,5194.81,0.0,0
37,3,0.0,37000.0,1000000.0,16.3,16.7,280.2,0.0,TCP,1,1,1,1,0.0,0.5,0.67,afternoon,100000.0,0.0,0
2065,4,0.0,2065000.0,48780.5,516.2,637.3,406137.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,afternoon,4878.05,0.0,0
31,3,0.0,31000.0,1000000.0,10.3,15.5,240.2,0.0,TCP,1,1,1,1,1.0,0.3,0.67,night,100000.0,0.0,0
2065,4,0.0,2065000.0,43478.3,516.2,637.3,406137.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,evening,4347.83,0.0,0
136,4,0.0,136000.0,1333333.3,61.0,17.5,307.2,0.0,UDP,1,1,1,0,0.0,2.0,0.5,afternoon,133333.33,0.0,0
62,2,0.0,62000.0,666666.7,93.0,0.0,0.0,0.0,OTHER,1,1,1,0,0.0,3.1,0.5,morning,66666.67,0.0,0
12,3,0.0,12000.0,3000000.0,8.0,0.0,0.0,0.0,OTHER,1,1,1,0,1.0,0.3,0.67,evening,300000.0,0.0,0
1566,6,0.0,1566000.0,69767.4,261.0,586.6,344108.6,0.0,OTHER,1,1,1,0,1.0,6.0,0.83,night,6976.74,0.0,0
2065,4,0.0,2065000.0,45454.5,516.2,637.3,406137.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,morning,4545.45,0.0,0
2065,4,0.0,2065000.0,44943.8,516.2,637.3,406137.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,afternoon,4494.38,0.0,0
37,3,0.0,37000.0,1000000.0,55.0,28.2,794.2,0.0,TCP,1,1,1,1,0.5,1.8,0.67,night,100000.0,0.0,0
212,2,0.0,212000.0,333333.3,112.0,118.9,14145.3,0.0,TCP,1,1,1,0,1.0,3.7,0.5,evening,33333.33,0.0,0
12,3,0.0,12000.0,3000000.0,8.0,0.0,0.0,0.0,TCP,1,1,1,0,1.0,0.3,0.67,night,300000.0,0.0,0
2065,4,0.0,2065000.0,44444.4,516.2,637.3,406137.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,afternoon,4444.44,0.0,0
43,3,0.0,43000.0,750000.0,18.3,15.5,240.2,0.0,TCP,1,1,1,1,1.0,0.6,0.67,afternoon,75000.0,0.0,0
2065,4,0.0,2065000.0,50632.9,516.2,637.3,406137.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,evening,5063.29,0.0,0
62,2,0.0,62000.0,666666.7,93.0,0.0,0.0,0.0,OTHER,1,1,1,0,0.0,3.1,0.5,morning,66666.67,0.0,0
2071,4,0.0,2071000.0,50000.0,520.8,638.3,407488.8,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,morning,5000.0,0.0,0
2065,4,0.0,2065000.0,76923.1,516.2,637.3,406137.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,afternoon,7692.31,0.0,0
186,4,0.0,186000.0,800000.0,77.5,0.0,0.0,0.0,OTHER,1,1,1,0,0.0,2.6,0.75,evening,80000.0,0.0,0
31,3,0.0,31000.0,1500000.0,14.3,13.8,190.2,0.0,TCP,1,1,1,1,0.0,0.5,0.67,night,150000.0,0.0,0
2065,4,0.0,2065000.0,51282.1,516.2,637.3,406137.0,0.0,OTHER,1,1,1,0,1.0,6.0,0.75,morning,5128.21,0.0,0
